Requested_Throughput,Send_Throughput,Receive_Throughput,Total_Cycles,Packets_Sent,Packets_Received,Bytes_Sent,Bytes_Received,Cycles_Per_Packet,Active_Cycles_Per_Packet
20000000,19999754,19999754,141812997943,200000,200000,294400000,294400000,709065.0,692908.6
