Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util,Linux User %,Linux Kernel %,Linux Idle %,Linux Samples
net_virt_rx,123288905704,1723972619,623384941,1100587678,492289,327492,1.4,0.51,0.89
client0,123288905704,1974898512,279122246,1695776266,140489,139475,1.6,0.23,1.38
client0_net_copier,123288905704,1016098351,253909531,762188820,293167,161642,0.82,0.21,0.62
client1,123288905704,19745645,4635956,15109689,3927,3879,0.02,0.0,0.01
client1_net_copier,123288905704,11435285,3601826,7833459,2817,2079,0.01,0.0,0.01
timer_driver,123288905704,1161572617,298536172,863036445,353194,346791,0.94,0.24,0.7
linux,123288905704,97031835132,4040095216,92991739916,1931857,1931851,78.7,3.28,75.43

TEST 6: 15.0Mb/s
CORE 0 TOTAL,117036418918,116132344493,15386793992,100745550501,9542378,5513937,99.23,13.15,86.08
serial_driver,117036418918,381033,115274,265759,58,56,0.0,0.0,0.0
serial_virt_tx,117036418918,372009,200368,171641,112,111,0.0,0.0,0.0
serial_virt_rx,117036418918,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,117036418918,13478442996,9836293980,3642149016,6363334,2616326,11.52,8.4,3.11
net_virt_tx,117036418918,1522458246,550122858,972335388,246705,246705,1.3,0.47,0.83
net_virt_rx,117036418918,1542773644,521413689,1021359955,423055,270592,1.32,0.45,0.87
client0,117036418918,1917992848,254479277,1663513571,127340,126429,1.64,0.22,1.42
client0_net_copier,117036418918,935811951,210933103,724878848,254536,133603,0.8,0.18,0.62
client1,117036418918,20433300,5920355,14512945,4431,4390,0.02,0.01,0.01
client1_net_copier,117036418918,7685001,2325721,5359280,1653,1414,0.01,0.0,0.0
timer_driver,117036418918,1027595960,264275359,763320601,311563,304727,0.88,0.23,0.65
linux,117036418918,95678397505,3740714008,91937683497,1790669,1790661,81.75,3.2,78.55

TEST 7: 16.0Mb/s
CORE 0 TOTAL,111145298257,110636298102,13536182445,97100115657,8368160,4850192,99.54,12.18,87.36
serial_driver,111145298257,372225,112807,259418,55,55,0.0,0.0,0.0
serial_virt_tx,111145298257,362717,196454,166263,111,110,0.0,0.0,0.0
serial_virt_rx,111145298257,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,111145298257,11762918296,8582509310,3180408986,5549761,2279486,10.58,7.72,2.86
net_virt_tx,111145298257,1453360148,515514168,937845980,230742,230742,1.31,0.46,0.84
net_virt_rx,111145298257,1475678802,477097744,998581058,385113,256530,1.33,0.43,0.9
client0,111145298257,1842511990,242577865,1599934125,121334,120417,1.66,0.22,1.44
client0_net_copier,111145298257,916150862,200097334,716053528,241491,126912,0.82,0.18,0.64
client1,111145298257,3521894,561648,2960246,655,615,0.0,0.0,0.0
client1_net_copier,111145298257,7806617,2291580,5515037,1485,1431,0.01,0.0,0.0
